id,Title,WEBサイトURL,決算額_year,決算額_price
1284,"【連携展】TOKYO 書 2017　公募団体の今",https://www.tobikan.jp/exhibition/h28_tokyosho2017.html,2016,
1287,【コレクション展】東京都現代美術館所蔵「新東京百景─90年前の東京」,https://www.tobikan.jp/exhibition/h28_collection.html,2016,
1312,東京芸術文化創造発信助成　単年助成プログラム,,2016,
1319,第14回東京音楽コンクール優勝者＆最高位入賞者コンサート,http://www.t-bunka.jp/old/sponsership/spo_170109.html,2016,
1365,モーニングコンサート,,2016,
1456,"【特別展】「よみがえれ！ シーボルトの日本博物館」展",http://www.edo-tokyo-museum.or.jp/s-exhibition/special/10311/特別展「よみがえれ！%E3%80%80シーボルトの日本博物館/,2016,
1477,TURN,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/leading/turn/11511/,,
1577,【特別展】「戦国時代」展,http://www.edo-tokyo-museum.or.jp/s-exhibition/special/10313/特別展「戦国時代展－a-century-of-dreams－」/,2016,
1581,【特別展】「江戸と北京-18世紀の都市と暮らし」展,http://www.edo-tokyo-museum.or.jp/s-exhibition/special/10315/江戸と北京－18世紀の都市と暮らし－-2/,2016,
1584,えどはくカルチャー,,2016,
1638,伝統芸能フォーラム,,2016,
1641,国際交流事業（第15回日中韓博物館国際シンポジウム）,,2016,
1682,ふれあい体験教室,,2016,
1742,Creator-in-Residence,,2016,
1792,都民コンサート,http://www.geigeki.jp/performance/event138/,2016,
1869,伝承のたまてばこ～多摩伝統文化フェスティバル～,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/tamatebako/14589/,,
2047,東京音楽コンクール入賞者支援リサイタル,,2016,
2053,《響の森》コンサート,,2016,
2074,芸術文化による社会支援助成,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/grants/social-grant-program/,"2016,2017",","
2118,青少年のための演奏,http://www.tmso.or.jp/j/topics/detail.php?id=1137,2016,
2120,小規模演奏会,,2016,
2126,"東京文化会館 バックステージツアー",,2016,
2135,ティータイムコンサート,,2016,
2160,島しょ芸術文化振興事業,,2016,
2175,子供歌舞伎教室,,2016,
2182,都民半額観劇会,http://www.tomin-gekijo.or.jp/work/theater_party/,2016,
2218,アール・ブリュット等の展覧会,,2016,
2223,ヘブンアーティスト,http://www.seikatubunka.metro.tokyo.jp/bunka/heavenartist/0000000838.html,2016,
2236,創遊・楽落らいぶ－音楽家と落語家のコラボレーション－,,2016,
2272,ナイト・ミニ・コンサート,https://ameblo.jp/asamifg/image-12228510624-13820993621.html,2016,
2280,ミュージック・プログラム・トーキョーMusic　EducationProgram「Workshop　Workshop!～国際連携企画～」,,2016,
2296,上野「文化の杜」新構想,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/activity/hub-formation/11457/,,
2355,【2017TWS】Creator-in-Residence,,2017,
2357,"開館90周年記念フォーラム 創造と共生の場を求めて──美術館の歴史と未来",http://90th.tobikan.jp/forum.html,2016,
2359,"開館90周年記念 アーカイブズ資料展示 造形講座と東京都美術館",http://90th.tobikan.jp/archives.html,2016,
2362,【特別展】ティツィアーノとヴェネツィア派展,https://www.tobikan.jp/exhibition/h28_titian.html,2016,
2364,"アール・デコ・リヴァイヴァル 建物公開 旧朝香宮邸物語",https://www.teien-art-museum.ne.jp/exhibition/180321-0612_wallsthattalk.html,"2017,2018",","
2365,アート・コミュニケーション事業,,2016,
2395,ミュージアム・コンサート,https://www.teien-art-museum.ne.jp/programs/concert_2017.html,2017,
2401,"【連携展】都美セレクション 新鋭美術家 2017",https://www.tobikan.jp/exhibition/h28_newwave.html,2016,
2429,"Shibuya StreetDance Week",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/shibuya-streetdance-week/11476/,,
2468,"TWS-Emerging 2017",http://www.tokyoartsandspace.jp/archive/2017/04/H0610.shtml,2017,
2476,"【特別展】  ティツィアーノとヴェネツィア派展",https://www.tobikan.jp/exhibition/h28_titian.html,"2016,2017",","
2482,キッズ伝統芸能体験,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/traditional-performing-arts-for-kids/11469/,2016,
2515,ミュージアムトーク,,2016,
2516,"【特別展】  ボイマンス美術館所蔵 ブリューゲル「バベルの塔」展  16世紀ネーデルラントの至宝─ボスを超えて─",https://www.tobikan.jp/exhibition/2017_babel.html,2017,
2542,神楽坂まち舞台・大江戸めぐり2017,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/kagurazaka-street-stage/18050/,,
2555,"【特別展】  ボストン美術館の至宝展──東西の名品、珠玉のコレクション",https://www.tobikan.jp/exhibition/2017_boston.html,2017,
2557,"【特別展】  ゴッホ展 巡りゆく日本の夢",https://www.tobikan.jp/exhibition/2017_goghandjapan.html,2017,
2569,茶室活用,,2017,
2571,"【特別展】  ブリューゲル展 画家一族 150年の系譜",https://www.tobikan.jp/exhibition/2017_bruegel.html,"2017,2018",","
2605,ミュージアムラボを拠点とする教育普及事業,,2016,
2606,博物館ボランティア,,2016,
2608,映像・音響関連施設の運営,,2016,
2614,【江戸東京博物館】図書室等の運営,,2016,
2615,子供のための伝統文化・芸能体験事業,,2016,
2673,"【企画展】  杉戸洋 とんぼ と のりしろ",,,
2674,"【企画展】  杉戸洋 とんぼ と のりしろ",https://www.tobikan.jp/exhibition/2017_hiroshisugito.html,2017,
2676,"【コレクション展】東京都現代美術館所蔵 近代の写実展",https://www.tobikan.jp/exhibition/2017_collection.html,2017,
2680,東京大茶会2017,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/tokyo-grand-tea-ceremony/18048/,,
2696,アート・コミュニケーション事業基盤整備事業,,2016,
2702,パフォーマンスキッズ・トーキョー,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,
2704,【公募展活性化事業】上野アーティストプロジェクト「現代の写実──映像を超えて」,https://www.tobikan.jp/exhibition/2017_uenoartistproject.html,2017,
2737,"【公募展活性化事業】  第6回 都美セレクション グループ展",https://www.tobikan.jp/exhibition/2017_groupshow.html,2017,
2752,学校と文化施設をつなぐ「ティーチャーズプログラム2016」,https://www.rekibun.or.jp/wp-content/uploads/2017/12/teachers_program_2016.pdf,2016,
2762,"舞台芸術創造事業 夏目漱石生誕150年記念・国際共同制作 オペラ「Four Nights of Dream」（日本初演）",http://www.t-bunka.jp/old/sponsership/spo_170930_1001.html,2017,
2773,"東京文化会館 オペラＢＯＸ「Help!Help!グロボリンクスだ!～エイリアン襲来!!～」",http://www.t-bunka.jp/stage/host_10265.html,2017,
2775,【2017】【企画展示】並河靖之七宝展　明治七宝の誘惑―透明な黒の感性,https://www.teien-art-museum.ne.jp/exhibition/170114-0409_namikawa.html,2017,
2776,創遊・楽落らいぶ－音楽家と落語家のコラボレーション－,,2017,
2785,《響の森》コンサート,,2017,
2794,"【企画展示】装飾は流転する　Decoration never dies, anyway",https://www.teien-art-museum.ne.jp/exhibition/171118-180225_decoration.html,2017,
2795,【2017】子供のための伝統文化・芸能体験事業,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/traditional-experience/18064/,2017,
2797,[2017]アート・コミュニケーション事業,,2017,
2802,舞台芸術創造事業「兵士の物語」,http://www.t-bunka.jp/old/sponsership/spo_170318.html,2016,
2805,"ミュージック・プログラム・トーキョーMusic　EducationProgram アウトリーチ・ワークショップ（ミュージック・ワークショップ）",,2016,
2836,"【企画展示】アール・デコ・リヴァイヴァル 鹿島茂コレクション　フランス絵本の世界",,"2017,2018",","
2846,【2017】ワークショップ等,,2017,
2849,上野deクラシック,,2017,
2864,"【東京アートポイント計画】Art Bridge Institute",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/art-bridge-institute/11502/,2016,
2867,第15回東京音楽コンクール,http://www.t-bunka.jp/old/onkon/onkon.html,2017,
2876,第15回東京音楽コンクール優勝者コンサート,http://www.t-bunka.jp/stage/host_10451.html,2017,
2878,東京音楽コンクール入賞者支援リサイタル,,2017,
2883,夏休み子供音楽会2017《上野の森文化探検》,http://www.t-bunka.jp/stage/host_10014.html,2017,
2885,公開リハーサル,,2017,
2887,"【2017】東京文化会館 バックステージツアー",,2017,
2893,ティータイムコンサート,,2017,
2900,ナイト・ミニ・コンサート,http://www.t-bunka.jp/stage/co-host_10198.html,2017,
2902,"【2017】ミュージック・プログラム・トーキョー「Enjoy Concerts!」",,2017,
2934,"【2017】ミュージック・プログラム・トーキョーMusic EducationProgram「Workshop Workshop!～国際連携企画～」",,2017,
3057,"ミュージック・プログラム・トーキョーMusic EducationProgram オペラをつくろう",,2016,
3063,【東京アートポイント計画】トッピングイースト,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/topping-east/11503/,2016,
3126,"[2017]ワンダーシード2018関連企画ワークショップ  種から咲かそう！ワンダーフラワー",,2017,
3128,ワンダーシード2018,,2017,
3132,"オープン・スタジオ 2017-2018",,2017,
3195,"ミュージック・プログラム・トーキョー Music EducationProgram Talk & lesson",http://www.t-bunka.jp/old/sponsership/spo_160921.html,2016,
3212,【2017】外国人向け伝統文化・芸能　短時間体験プログラム,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/traditional-experience/18068/,2017,
3224,"ミュージック・プログラム・トーキョーMusic EducationProgram 東京オーケストラ事業協同組合共催事業 特別支援学校コンサート",,2016,
3225,"【2017】ミュージック・プログラム・トーキョー Music EducationProgram Talk & lesson",,2017,
3227,"【2017】ミュージック・プログラム・トーキョーMusic EducationProgram オペラをつくろう",,2017,
3232,"[2017]渋谷自在 ―無限、あるいは自己の領域",,2017,
3240,"【2017】ミュージック・プログラム・トーキョーMusic EducationProgram アウトリーチ・コンサート",,2017,
3244,"[2017]TWS渋谷 クロージング・イベント",,2017,
3292,"【2017】ミュージック・プログラム・トーキョーMusic EducationProgram  アウトリーチ・ワークショップ（クリニック）",,2017,
3297,"【2017】ミュージック・プログラム・トーキョーMusic EducationProgram  アウトリーチ・ワークショップ（ミュージック・ワークショップ）",,2017,
3299,"MOTサテライト 2017秋 むすぶ風景",http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html,2017,
3317,"トーキョーワンダーサイト レジデンス2016-2017",,2017,
3389,"“Born Creative” Festival 2017",http://www.geigeki.jp/performance/concert107/,2017,
3400,[2017]海外オーケストラシリーズ,,2017,
3402,外国人向け伝統文化・芸能　短時間体験プログラム,,2016,
3444,外国人向け伝統文化・芸能　体験・鑑賞プログラム,,,
3452,庭園公開,,2017,
3454,【東京アートポイント計画】TERATOTERA,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/teratotera/11497/,,
3456,ウェルカムルームの運営,https://www.teien-art-museum.ne.jp/programs/learningprogram.html,2017,
3458,"【収蔵展】総合開館20周年記念事業 夜明けまえ 知られざる日本写真開拓史 総集編",http://topmuseum.jp/contents/exhibition/index-2576.html,"2016,2017",","
3461,"【収蔵展】総合開館20周年記念事業 山崎博　計画と偶然",http://topmuseum.jp/contents/exhibition/index-2574.html,"2016,2017",","
3463,"【収蔵展】総合開館20周年記念事業 TOPコレクション いま、ここにいる― 平成をスクロールする 春期",http://topmuseum.jp/contents/exhibition/index-2772.html,2017,
3481,"N響Jazz at 芸劇",,2017,
3483,"世界のマエストロシリーズ 読売日本交響楽団",,2017,
3485,ブラスウィーク2017,http://www.geigeki.jp/performance/concert094/,2017,
3496,"[2017]クラシカル・プレイヤーズ東京 演奏会",,2017,
3504,エル・システマ･フェスティバル2017,http://www.geigeki.jp/performance/concert123/,2017,
3524,"東京芸術劇場シアターオペラvol.11 全国共同制作プロジェクト  プッチーニ／歌劇『トスカ』《新演出》 全3幕 日本語字幕付 イタリア語上演",http://www.geigeki.jp/performance/concert099/,2017,
3528,"リサイタルシリーズ「辻井伸行 音楽と絵画コンサート」",,2017,
3536,,,2017,
3543,"東京芸術劇場コンサートオペラvol.5  ビゼー／歌劇『真珠とり』全3幕 *演奏会形式 日本語字幕付フランス語上演、照明付",,2017,
3548,[2017]大ホール活性化事業,http://www.geigeki.jp/performance/concert110/,2017,
3552,【東京アートポイント計画】小金井アートフル・アクション！,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/koganei-artfull-action/11498/,,
3577,[2017]オルガン・ア・ラ・カルト,http://www.geigeki.jp/performance/nighttime_h29/,2017,
3584,"【収蔵展】総合開館20周年記念事業 TOPコレクション コミュニケーションと孤独― 平成をスクロールする 夏期",http://topmuseum.jp/contents/exhibition/index-2774.html,2017,
3587,【収蔵展】エクスパンデッド・シネマ再考,http://topmuseum.jp/contents/exhibition/index-2845.html,2017,
3589,"【収蔵展】総合開館20周年記念事業 TOPコレクション シンクロニシティ― 平成をスクロールする 秋期",http://topmuseum.jp/contents/exhibition/index-2776.html,2017,
3591,"【収蔵展】TOP Collection アジェのインスピレーション ひきつがれる精神",http://topmuseum.jp/contents/exhibition/index-2878.html,2017,
3593,【収蔵展】『光画』と新興写真　モダニズムの日本,http://topmuseum.jp/contents/exhibition/index-2964.html,"2017,2018",","
3594,【ダミー】ああああ,,,
3605,[2017]0才から聴こう！！／４才から聴こう！！春休みコンサート,http://www.geigeki.jp/performance/concert134/,2017,
3616,"【企画展】総合開館20周年記念 ダヤニータ・シン インドの大きな家の美術館",http://topmuseum.jp/contents/exhibition/index-2778.html,2017,
3619,"【企画展】総合開館20周年記念 荒木経惟 センチメンタルな旅 1971－2017－",http://topmuseum.jp/contents/exhibition/index-2795.html,2017,
3627,"【企画展】長島有里枝 そしてひとつまみの皮肉と、愛を少々。",http://topmuseum.jp/contents/exhibition/index-2850.html,2017,
3639,外国人向け伝統文化・芸能　体験・鑑賞プログラム,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/traditional-experience/18069/,,
3640,"【企画展】無垢と経験の写真 日本の新進作家 vol. 14",http://topmuseum.jp/contents/exhibition/index-2876.html,2017,
3642,【企画展】写真発祥地の原風景　長崎,http://topmuseum.jp/contents/exhibition/index-2960.html,"2017,2018",","
3647,"総合開館20周年記念事業 第10回恵比寿映像祭「マルチプルな未来」",https://www.yebizo.com/2018/jp/,2017,
3649,【東京アートポイント計画】三原色〔ミハライロ〕,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/miharairo/11504/,2016,
3655,[2017]音楽大学オーケストラ･フェスティバル,http://www.geigeki.jp/performance/concert120/,2017,
3667,[2017]芸劇ウインド･オーケストラ･アカデミー,https://www.geigeki.jp/wp-content/uploads/2017/02/WOA_2016.pdf,2017,
3675,【東京アートポイント計画】リライトプロジェクト,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/relight-project/11505/,2016,
3676,[2017]芸劇ジュニア･アンサンブル・アカデミー,,,
3679,[2017]都民コンサート,http://www.geigeki.jp/performance/event168/,2017,
3682,【東京アートポイント計画】TERATOTERA,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/teratotera/18115/,,
3689,【東京アートポイント計画】東京迂回路研究,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/tokyo-diversion/11506/,2016,
3694,[2017]eyes系事業,,2017,
3706,若手提携公演,,2017,
3710,[2017]ハムレット,http://www.geigeki.jp/performance/theater139/,2017,
3713,[2017]気づかいルーシー,,2017,
3715,[2017]『朗読東京』『自作自演』,,2017,
3725,"[2017]RooTS Vol.05  秘密の花園",,2017,
3730,【東京アートポイント計画】としまアートステーション構想,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/toshima-art-station/11499/,,
3731,【芸劇レパートリー】パルコ主催「不信～彼女が嘘をつく理由」,,2017,
3749,"[2017]【芸劇レパートリー】ホリプロ主演公演 ミュージカル「パレード」",,2017,
3751,"[2017]【芸劇レパートリー】大人計画 日本総合悲劇協会vol.6「業音」",,2017,
3753,"タイムライン ふくしまの中高生によるミュージカル創作・公演",,2017,
3756,"[2017]芸劇dance 若手提携",,2017,
3789,【東京アートポイント計画】アートアクセスあだち　音まち千住の縁,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/art-access-adachi/11500/,,
3801,【東京アートポイント計画】小金井アートフル・アクション！,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/koganei-artfull-action/18116/,,
3861,【東京アートポイント計画】東京スープとブランケット紀行,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/tokyo-soup/11507/,2016,
3870,【東京アートポイント計画】東京ステイ,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/tokyo-stay/14705/,2016,
3875,"【東京アートポイント計画】Betweens Passport Initiative",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/betweens-passport-initiative/14704/,2016,
3883,"【東京アートポイント計画】Artpoint Meeting",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/artpoint-meeting/21073/,2016,
3886,"東京都による芸術文化を活用した被災地支援事業 Art Support Tohoku-Tokyo",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/astt/11496/,2016,
3963,"[2017]芸劇dance Rosas 「ファーズ―Fase」「時の渦－Vortex Temporum（ヴォルテックス・テンポラム）」",,2017,
3973,"[2017]芸劇dance 勅使川原三郎「月に吠える」",,2017,
3975,タレンツ・トーキョー,,2016,
3978,"国際創造発信事業 マルタン・ズィメルマン「Hallo」",,2017,
3980,"国際創造発信事業 「オセロー」",,2017,
3982,"国際創造発信事業 「表にでろいっ！」海外公演",,2017,
3985,"【人材育成事業】Tokyo Art Reserch Lab",https://www.artscouncil-tokyo.jp/ja/what-we-do/education/tarl/,2016,
3986,TACT/FESTIVAL2017,http://www.geigeki.jp/performance/theater146/,2017,
3994,"アーツアカデミー 東京芸術劇場プロフェッショナル人材養成研修",http://www.geigeki.jp/info/h29jinzai/,2017,
4003,[2017]ストリートアーティスト・アカデミー,,,
4016,[2017]人材育成・教育普及,http://www.geigeki.jp/performance/event182/,2017,
4031,都民芸術フェスティバル,https://tomin-fes.com/archive/images/2017_pamphlet.pdf,2016,138719388
4061,"「国際演劇年鑑」ワールド・シアター・レポート#File2  「ロシア」 変わりゆくロシア演劇界―サンクト・ペテルブルグを中心に―",http://www.geigeki.jp/performance/event191/,2017,
4063,国際演劇協会「紛争地域から生まれた演劇9」,,2017,
4065,"演劇系大学共同制作vol.5 『Theatresports™』",http://www.geigeki.jp/performance/theater159/,2017,
4068,【東京アートポイント計画】アートアクセスあだち　音まち千住の縁,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/art-access-adachi/18117/,,
4069,劇場の賑わい創造事業,http://kaiyu-art.net/event-list.php?archive=1&　,2017,
4134,アーツカウンシル・フォーラム　オープン・フォーラム2017,https://www.artscouncil-tokyo.jp/ja/what-we-do/network/arts-council-forum/17474/,2016,
4162,東京地域芸術文化助成,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/grants/regional-grant-program/,2016,5100000
4180,"Tokyo Tokyo FESTIVAL場の開放事業 「都民パフォーマーズコーナー・通称トパコ」",https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/topaco/26292/,2017,
4200,[2017]東京キャラバン,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/tokyocaravan/18070/,2017,
4204,東京芸術文化創造発信助成　長期助成プログラム,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/grants/tokyo-grant-program/10761/,2016,
4206,"TWS-NEXT @tobikan 「クウキのおもさ」",http://www.tokyoartsandspace.jp/archive/2016/11/o0218.shtml,2016,
4209,"TWS-Emerging 2016",http://www.tokyoartsandspace.jp/archive/2016/04/s0903-2.shtml,2016,
4217,ワンダーシード2017,http://www.tokyoartsandspace.jp/archive/2017/01/S0225.shtml,2016,
4219,"オープン・スタジオ 2016-2017",,2016,
4228,"TWS Creator-in-Residence 2015-2016 Part 3",,2016,
4231,"OPEN SITE 2016-2017",http://www.tokyoartsandspace.jp/archive/2016/08/OS-top.shtml,2016,
4245,[2017]TURN,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/turn-project/18071/,2017,
4315,伝統芸能公演,,2017,
4322,江戸あそび～日本橋伝統文化フェスティバル2017～,https://www.artscouncil-tokyo.jp/ja/events/23231/,,
4329,伝承のたまてばこ～多摩伝統文化フェスティバル～,https://www.artscouncil-tokyo.jp/ja/events/20833/,2017,
4362,東京文化プログラム助成,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/grants/cultural-program-grant-program/11991/,2016,
4382,アール・ブリュット事業,,2017,
4397,"子供向け舞台芸術参加・公演プログラム こども芸能体験ひろば",http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/09/16/01.html,2016,7200000
4401,学校と文化施設をつなぐ「ティーチャーズプログラム2017」,,2017,
4418,"子供向け舞台芸術参加・公演プログラム 参加・体験・感動！ふれあいこどもまつり",http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/10/19/07.html,2016,15943000
4435,フレッシュ名曲コンサート,,2017,
4437,東京芸術文化創造発信助成　長期助成プログラム,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/grants/tokyo-grant-program/10761/,2016,
4502,アート・コミュニケーション事業基盤整備事業,,2017,
4577,"若手のための現代音楽企画ゼミ2016 プログラム",http://www.tokyoartsandspace.jp/archive/2016/05/seminar2016.shtml,2016,
4580,"子供向け舞台芸術参加・公演プログラム 第13回子どもたちと芸術家の出あう街2017",http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/12/06/07.html,2016,10800000
4583,東京芸術祭,http://www.tokyo-metropolitan-festival.jp/,2016,
4633,【東京アートポイント計画】トッピングイースト,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/topping-east/18119/,,
4674,【東京アートポイント計画】リライトプロジェクト,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/relight-project/18120/,,
